Bioinformatics	18586703 2008 null http://lcbb.epfl.ch 200 
Bioinformatics	18586704 2008 available http://bioinfo.cs.rice.edu/phylonet/ 301 
Bioinformatics	18586709 2008 available http://algorithmics.molgen.mpg.de/Supplements/InfDif/ 302 
Bioinformatics	18586707 2008 available http://www.cs.cmu.edu/~thlin/tram/ 200 
Bioinformatics	20089514 2010 null http://idbps.tau.ac.il/ 200 
Bioinformatics	20194625 2010 null http://www.brc.riken.jp/lab/bpmp/SDOP/ 301 
Bioinformatics	18586722 2008 null www.cs.cmu.edu/~qyj/SuperComplex -1 
Bioinformatics	NA 2008 abstractNotFound
Bioinformatics	18586718 2008 null http://www.planet-lisa.net -1 
Bioinformatics	18586713 2008 available http://lipid.biocomp.unibo.it/~ludovica/thermo-meso-MUT 404 
Bioinformatics	18586745 2008 code http://compbio.cs.toronto.edu/structvar/ -1 
Bioinformatics	18586725 2008 available http://gin.ncibi.org -1 
Bioinformatics	18586726 2008 null http://aiia.iis.sinica.edu.tw/biocreative2.htm -1 
Bioinformatics	18586727 2008 code http://www.aber.ac.uk/compsci/Research/bio/dss/EXACT/ 301 
Bioinformatics	18586728 2008 available http://www.argumentation.org 302 null http://genex.hgu.mrc.ac.uk -1 
Bioinformatics	18586729 2008 null http://purl.org/biotop 302 
Bioinformatics	18586731 2008 null http://www.lri.fr/~lemoine/GenoQuery/ 301 
Bioinformatics	18586733 2008 available http://www.cs.wisc.edu/~mcilwain/IDM/ 301 
Bioinformatics	18586734 2008 available http://noble.gs.washington.edu/proj/intense/ 302 available http://ssli.ee.washington.edu/bilmes/gmtk 404 
Bioinformatics	18586735 2008 available http://cdb.ics.uci.edu 200 
Bioinformatics	19073590 2009 available http://trap.molgen.mpg.de 200 
Bioinformatics	18586740 2008 available http://engine.euresist.org 200 
Bioinformatics	18474506 2008 null http://www.iro.umontreal.ca/~csuros/introns/malin/ 200 
Bioinformatics	NA 2008 abstractNotFound
Bioinformatics	18785330 2008 software http://proteomics.bioprojects.org -1 
Bioinformatics	18586746 2008 available http://www.fml.tuebingen.mpg.de/raetsch/projects/POIM 302 
Bioinformatics	18586747 2008 code http://contra.stanford.edu/contrafold/ 200 
Bioinformatics	18586748 2008 null http://research1t.imb.uq.edu.au/ragan/machos -1 
Bioinformatics	18586749 2008 download http://plaza.ufl.edu/junliu/feature.tar.gz 200 
Bioinformatics	18463117 2008 null http://compbio.uchsc.edu/Hunter_lab/Bada/nonalignments_2008_03_06.html -1 
Bioinformatics	18445605 2008 null http://chianti.ucsd.edu/cyto_web/plugins/ 200 
Bioinformatics	18434342 2008 available http://topdom.enzim.hu 200 
Bioinformatics	18430742 2008 null http://babel.ucmp.umu.se/ond-crf/ 200 
Bioinformatics	18400773 2008 null http://www.ebi.ac.uk/tc-test/textmining/medevi/ 301 
Bioinformatics	18356192 2008 software ftp://ftp.cbcb.umd.edu/pub/software/soma -1 
Bioinformatics	22531216 2012 null http://tachyon.bii.a-star.edu.sg 200 
Bioinformatics	22689776 2012 software http://murphylab.web.cmu.edu/software/ 200 
Bioinformatics	22689781 2012 software http://it.inf.uni-tuebingen.de/software/genomering/ 200 
Bioinformatics	22689777 2012 null www.baderzone.org -1 null sourceforge.net/projects/dhacdist -1 
Bioinformatics	22689782 2012 null http://biomine.ece.ualberta.ca/MoRFpred/ 200 null http://biomine.ece.ualberta.ca/MoRFpred/Supplement.pdf 200 
Bioinformatics	22689784 2012 available http://tobmodel.cbr.su.se/ 200 
Bioinformatics	22689785 2012 null http://www.csse.monash.edu.au/~karun/sst 302 
Bioinformatics	22492647 2012 available http://bio-nexus.ncl.ac.uk/projects/nogold/ -1 
Bioinformatics	22539670 2012 null www.genepattern.org -1 tool www.broadinstitute.org/rna-seqc/ -1 
Bioinformatics	22495749 2012 null www.cheshift.com -1 
Bioinformatics	22492640 2012 null http://bioinf.xmu.edu.cn:8080/PaGeFinder/index.jsp 404 
Bioinformatics	22513995 2012 package http://cran.r-project.org/web/packages/NanoStringNorm 301 
Bioinformatics	22253291 2012 null http://www.bsc.es/cg/rela -1 
Bioinformatics	22210869 2012 null http://pocketquery.csb.pitt.edu 200 
Bioinformatics	22345616 2012 download www.ncbi.nlm.nih.gov/CBBresearch/Yu/downloads.html -1 
Bioinformatics	22210867 2012 download http://sourceforge.net/projects/cytoseed/ 301 available http://www.cs.hope.edu/cytoseed/ 200 
Bioinformatics	22302568 2012 null http://sourceforge.net/projects/hadoop-bam/ 301 
Bioinformatics	21700675 2011 software http://www.cogsys.cs.uni-tuebingen.de/software/KEGGtranslator/ 200 
Bioinformatics	22238259 2012 available http://diber.iimcb.gov.pl/ 200 
Bioinformatics	27153709 2016 available https://bitbucket.org/yuvalel/repgenhmm/downloads 301 
Bioinformatics	22247280 2012 download www.seqan.de -1 download http://www.seqan.de/projects/alf.html 404 
Bioinformatics	22238272 2012 null http://bioinformatics.oxfordjournals.org/content/early/2012/01/10/bioinformatics.bts015.abstract 301 
Bioinformatics	24764462 2014 software http://mnmccall.com/software 302 
Bioinformatics	22238270 2012 null http://besckb.ornl.gov -1 
Bioinformatics	23574736 2013 code http://amis-group.fr/sourcecode-okvar-boost/OKVARBoost-v1.0.zip -1 
Bioinformatics	23595661 2013 available http://www.networkprioritizer.de 200 
Bioinformatics	22423044 2012 null www.sbvimprover.com -1 
Bioinformatics	22408192 2012 available http://smurf.cs.tufts.edu/smurflite/ 200 
Bioinformatics	22419782 2012 available http://www.sbg.bio.ic.ac.uk/~pinalog 301 
Bioinformatics	22426345 2012 null http://gohtam.rpbs.univ-paris-diderot.fr/ -1 null http://gohtam.rpbs.univ-paris-diderot.fr:8080/Data/bin/GOHTAM_bin.tgz -1 
Bioinformatics	22419780 2012 null http://SEQanswers.com/ 200 
Bioinformatics	22718786 2012 null http://www.thesgc.org/chromohub/ 301 
Bioinformatics	22426343 2012 code http://logic.sysbiol.cam.ac.uk/grip 301 
Bioinformatics	22976083 2012 null http://cran.r-project.org/ 200 
Bioinformatics	22954628 2012 available http://www.chibi.ubc.ca/WhiteText 302 
Bioinformatics	22962342 2012 application http://www.well.ox.ac.uk/GREVE 301 
Bioinformatics	22976080 2012 available www.pathogenseq.org/varb -1 
Bioinformatics	23014632 2012 available www.pathogenseq.org/spolpred -1 
Bioinformatics	22962343 2012 code http://imglib2.net 200 null https://github.com/imagej/imglib 301 
Bioinformatics	22923300 2012 available http://rth.dk/resources/risearch 302 
Bioinformatics	22945789 2012 null http://jensembl.sourceforge.net 200 
Bioinformatics	22962493 2012 null http:github.org/paradigmshift -1 
Bioinformatics	22923304 2012 available http://webservices.cs.uni-tuebingen.de/ 200 available http://www.cogsys.cs.uni-tuebingen.de/downloads/Qualitative-Models/ 200 
Bioinformatics	22851531 2012 code http://www.MetiTree.nl 200 code https://github.com/NetherlandsMetabolomicsCentre/metitree/wiki 301 
Bioinformatics	22914220 2012 download http://users-mb.au.dk/pmgrp/shortran/ 301 
Bioinformatics	22877863 2012 null http://www.biojava.org 301 available http://biojava.org/wiki/BioJava:MailingLists 200 
Bioinformatics	22734019 2012 available www.cellnopt.org -1 
Bioinformatics	23129297 2013 available www.ebi.ac.uk/saezrodriguez/DVD/ -1 
Bioinformatics	22863767 2012 available http://zhoulab.usc.edu/sMBPLS/ 200 
Bioinformatics	22815356 2012 null http://bibiserv.techfak.uni-bielefeld.de/dcj 301 
Bioinformatics	22826540 2012 available www.gene-talk.de -1 
Bioinformatics	22847932 2012 package http://bioconductor.org/packages/release/bioc/html/easyRNASeq.html 200 
Bioinformatics	22820204 2012 available http://biology.anu.edu.au/GenAlEx 301 
Bioinformatics	NA 2012 abstractNotFound
Bioinformatics	22962444 2012 abstractNotFound
Bioinformatics	22962447 2012 available http://cushaw2.sourceforge.net 200 
Bioinformatics	22962448 2012 download http://treq.sf.net 301 
Bioinformatics	22962451 2012 available http://compbio.case.edu/loqum/ 200 
Bioinformatics	22962465 2012 null http://sfb.kaust.edu.sa/Pages/Software.aspx 303 
Bioinformatics	22962453 2012 download http://omics.informatics.indiana.edu/GeneStitch 301 
Bioinformatics	22962454 2012 available www1.imperial.ac.uk/medicine/people/l.coin/ -1 
Bioinformatics	22962458 2012 null http://ccg.vital-it.ch/ucne/ 200 
Bioinformatics	22962459 2012 available http://137.122.149.195/Software/Fractionation/fractionation.html -1 
Bioinformatics	22962460 2012 software http://www.cs.cmu.edu/~durand/Notung 301 
Bioinformatics	22962477 2012 null http://www.fdmold.uni-freiburg.de/~schelker/ 404 
Bioinformatics	22962464 2012 download http://ekhidna.biocenter.helsinki.fi/downloads/sans 200 
Bioinformatics	22962452 2012 null http://i.cs.hku.hk/~alse/MetaCluster/ 200 
Bioinformatics	22962466 2012 available http://www.enrichnet.org 200 
Bioinformatics	22962467 2012 null http://www.rostlab.org/services/loctree2 302 
Bioinformatics	22962468 2012 available http://www.cs.cmu.edu/~mkshirsa/eccb2012_paper46.html 200 
Bioinformatics	22962449 2012 software www.korbel.embl.de/software.html -1 
Bioinformatics	22962471 2012 available http://cbio.ensmp.fr/~yyamanishi/l1binary/ 302 
Bioinformatics	22962478 2012 download http://www.ist.uni-stuttgart.de/%7eweber/BayesFisher2012 404 
Bioinformatics	23329415 2013 code http://sourceforge.net/projects/sbsi 301 null http://www.sbsi.ed.ac.uk 503 
Bioinformatics	18397894 2008 tool http://toolkit.tuebingen.mpg.de/dataa 301 
Bioinformatics	18378525 2008 download http://www-shimizu.ist.osaka-u.ac.jp/shimizu_lab/FHarray/ 200 
Bioinformatics	18388142 2008 null http://www.cms.liu.se/chemistry/molbiotech/maria_sunnerhagens_group/mtmdat -1 
Bioinformatics	18400774 2008 available http://sourceforge.net/projects/renco/ 301 
Bioinformatics	20185404 2010 available http://www.dyogen.ens.fr/genomicus 302 download ftp://ftp.biologie.ens.fr/pub/dyogen/genomicus -1 
Bioinformatics	20335277 2010 available http://www.infobiotics.net/topogsa -1 
Bioinformatics	18776193 2008 null http://phylogenomics.berkeley.edu/phylofacts 404 available http://phylogenomics.berkeley.edu/INTREPID 404 
Bioinformatics	18779233 2008 available http://rosenberglab.bioinformatics.med.umich.edu/adze.html -1 
Bioinformatics	18606607 2008 download http://proteowizard.sourceforge.net 200 
Bioinformatics	18784119 2008 software http://www.genome.duke.edu/labs/furey/software/fseq 302 
Bioinformatics	18776194 2008 available http://bioinformatics.org.au/stream/ 404 
Bioinformatics	18710874 2008 available http://domaingraph.bioinf.mpi-inf.mpg.de 200 
Bioinformatics	18779234 2008 download http://metnet.vrac.iastate.edu/MetNet_fcmodeler.htm -1 
Bioinformatics	18772154 2008 software http://www.nactem.ac.uk/software/facta/ 404 
Bioinformatics	26740523 2016 null https://github.com/InstitutCurie/SV-Bay 301 
Bioinformatics	27605100 2017 available www.genomegeek.com -1 code www.sanger.ac.uk/science/tools/mpranator -1 code www.github.com/hemberg-lab/MPRAnator/ -1 
Bioinformatics	18718942 2008 null http://www.cpan.org 301 
Bioinformatics	18710876 2008 available http://theory.csail.mit.edu/cmapi 301 
Bioinformatics	18718947 2008 null http://www.bioconductor.org 200 
Bioinformatics	18757876 2008 download http://www.rostlab.org/services/SNAP 302 
Bioinformatics	18635567 2008 software http://www.ulb.ac.be/di/map/bhaibeka/software/survcomp/ 200 
Bioinformatics	18697767 2008 application http://llama.med.harvard.edu/synergizer/translate 301 available http://llama.med.harvard.edu/synergizer/doc 301 
Bioinformatics	18678588 2008 null http://www.rostlab.org/services/consensus/ 302 
Bioinformatics	18614583 2008 available http://www.PottersWheel.de/ 200 
Bioinformatics	18689808 2008 null http://www.biojava.org 301 available http://biojava.org/wiki/BioJava:MailingLists 200 
Bioinformatics	22238263 2012 code http://code.google.com/p/metextract/ 405 
Bioinformatics	18635573 2008 null http://www-bs.informatik.uni-tuebingen.de/Services/MetaRoute 302 null http://www-bs.informatik.uni-tuebingen.de/Services/MetaRoute 302 
Bioinformatics	18678589 2008 null http://chianti.ucsd.edu/cyto_web/plugins/index.php 200 
Bioinformatics	18591192 2008 code http://noble.gs.washington.edu/proj/segment 302 
Bioinformatics	18614585 2008 download http://si2.epfl.ch/~garg/genysis.html 404 
Bioinformatics	18603567 2008 null http://ncbr.chemi.muni.cz/triton/ 301 
Bioinformatics	18628289 2008 download http://www.systemsbiology.co.kr/PathCluster/ -1 
Bioinformatics	18625612 2008 null http://www.dbmi.columbia.edu/~juf7002/reclassify_production 302 null http://www.dbmi.columbia.edu/~juf7002/reclassify_production 302 
Bioinformatics	19237447 2009 null http://www.ici.upmc.fr/cluego/cluegoDownload.shtml 200 
Bioinformatics	19246510 2009 null http://bibiserv.techfak.uni-bielefeld.de/mkesa/ 301 
Bioinformatics	19254921 2009 code https://sourceforge.net/projects/diyg/ 301 
Bioinformatics	19237446 2009 available http://ms.iis.sinica.edu.tw/microarray/index.htm 200 
Bioinformatics	19244388 2009 null http://bio-cluster.iis.sinica.edu.tw/TMhit/ -1 
Bioinformatics	19213739 2009 available http://www.kyb.tuebingen.mpg.de/~georgii/dme.html 302 
Bioinformatics	19193731 2009 software http://www.ciml.univ-mrs.fr/software/ferrier.htm 200 
Bioinformatics	20371498 2010 null http://compbio.berkeley.edu/proj/writher/ 200 
Bioinformatics	20628076 2010 download http://tare.medisin.ntnu.no/priorseditor 301 
Bioinformatics	20562418 2010 available http://www.phenomicdb.de -1 
Bioinformatics	19193729 2009 available http://noble.gs.washington.edu/proj/qvality 302 
Bioinformatics	18326507 2009 null http://misearch.ncibi.org -1 
Bioinformatics	19223449 2009 null http://onthefly.embl.de, -1 null http://onthefly.embl.de/FAQ.html -1 
Bioinformatics	19213741 2009 available http://tiger.dbs.nus.edu.sg/ATLAS/ 404 
Bioinformatics	19654116 2009 null http://www.pasteur.fr/recherche/unites/Gim/genoscape/ 301 
Bioinformatics	19460889 2009 null www.embraceregistry.net -1 
Bioinformatics	19497935 2009 null http://prodata.swmed.edu/procain/ 200 
Bioinformatics	19736251 2009 available http://www.cmb.usc.edu/people/andrewds/rmap 301 
Bioinformatics	19505941 2009 available http://bibiserv.techfak.uni-bielefeld.de/chroma 301 
Bioinformatics	19497931 2009 available http://pine.nmrfam.wisc.edu/PINE-SPARKY 301 
Bioinformatics	19505942 2009 null http://www.bioconductor.org 200 
Bioinformatics	19189979 2009 available http://www.bioinf.uni-freiburg.de/Software 301 
Bioinformatics	19286833 2009 code http://mosta.molgen.mpg.de 200 
Bioinformatics	19401402 2009 download http://dig.ipk-gatersleben.de/SHMMs/ChIPchip/ChIPchip.html 200 
Bioinformatics	19389732 2009 available http://www.fml.mpg.de/raetsch/suppl/kirmes/ 302 
Bioinformatics	20529934 2010 null http://pfind.ict.ac.cn/pmatch/ 200 
Bioinformatics	19505940 2009 available http://www.bio.ifi.lmu.de/Complexes/Substructures/ 302 
Bioinformatics	19497937 2009 software http://utgenome.org/ 200 
Bioinformatics	19417059 2009 null http://www-cryst.bioc.cam.ac.uk/ulla 302 
Bioinformatics	19561020 2009 software http://sphhp.buffalo.edu/biostat/research/software 302 
Bioinformatics	19420051 2009 package http://cran.r-project.org/web/packages 301 
Bioinformatics	19505945 2009 available http://trimal.cgenomics.org 200 null http://phylemon2.bioinfo.cipf.es/ 200 available http://trimal.cgenomics.org/publications 200 
Bioinformatics	19497936 2009 available http://abacas.sourceforge.net 200 
Bioinformatics	19420054 2009 null http://www.genoscope.cns.fr/cycsim 301 
Bioinformatics	19470584 2009 download http://www.ncbi.nlm.nih.gov/Structure/cdtree/cdtree.shtml 301 
Bioinformatics	19398447 2009 null http://www.bioconductor.org/ 200 
Bioinformatics	19376822 2009 null http://fly.mpi-cbg.de/catmaid 301 
Bioinformatics	19398448 2009 available http://varna.lri.fr 200 
Bioinformatics	19454618 2009 null http://jclust.embl.de/ 403 
Bioinformatics	19414535 2009 null http://u-compare.org/ 200 
Bioinformatics	19812110 2009 available www.simtk.org/home/c2a -1 
Bioinformatics	19837718 2009 null http://ophid.utoronto.ca/navigator/ 200 
Bioinformatics	19808877 2009 null http://www.ncbi.nlm.nih.gov/geo/ 301 
Bioinformatics	19574284 2009 null http://snpomatic.sourceforge.net 200 
Bioinformatics	19846439 2009 available http://www.h-invitational.jp/g-compass/ 200 
Bioinformatics	19744993 2009 software http://www.ebi.ac.uk/QuickGO 301 download http://www.ebi.ac.uk/QuickGO/installation.html 301 
Bioinformatics	18826957 2009 software http://bioputer.mimuw.edu.pl/software/bnf/ 200 
Bioinformatics	22962476 2012 available http://web.kuicr.kyoto-u.ac.jp/supp/smizutan/target-effect/ 200 
Bioinformatics	22962490 2012 available http://ranger.uta.edu/%7eheng/Longitudinal/ 404 
Bioinformatics	23047554 2012 available http://www.uni-magdeburg.de/ivt/svt/person/rf/roed.html 302 
Bioinformatics	22962480 2012 null www.bison.ethz.ch/research/spatial_simulations -1 
Bioinformatics	22962484 2012 available http://nactem.ac.uk/MLEE/ 200 
Bioinformatics	22962482 2012 null http://homepages.cs.ncl.ac.uk/m.j.bell1/annotation 404 
Bioinformatics	22962483 2012 null http://homes.esat.kuleuven.be/~bioiuser/ReLianceDB/index.php -1 
Bioinformatics	26286808 2015 available http://sfb.kaust.edu.sa/Pages/Software.aspx 303 
Bioinformatics	22962486 2012 available http://coreceptor.bioinf.mpi-inf.mpg.de 200 
Bioinformatics	22962487 2012 download http://www.oncoproteomics.nl/ 200 
Bioinformatics	22962489 2012 available http://cbio.ensmp.fr/~yyamanishi/aers/ 302 
Bioinformatics	19478010 2009 null http://ls11-www.cs.tu-dortmund.de/people/marschal/paa_md/ 200 
Bioinformatics	NA 2012 abstractNotFound
Bioinformatics	22962492 2012 available https://sites.google.com/site/hiroshihatsuda/ 302 
Bioinformatics	22923302 2012 null http://pdslab.biochem.iisc.ernet.in/hspir/ 200 
Bioinformatics	23426255 2013 available www.LtkLab.org/SPEDRE -1 
Bioinformatics	23525069 2013 software http://bonneaulab.bio.nyu.edu/software.html -1 
Bioinformatics	23413433 2013 available http://last.cbrc.jp 200 
Bioinformatics	23418187 2013 null http://gobics.de/TaxyPro 301 
Bioinformatics	23396123 2013 available http://modorama.biocomputing.it/modexplorer 301 
Bioinformatics	23376350 2013 null http://malde.org/ketil/jatac/ 404 
Bioinformatics	23418184 2013 software http://qbrc.swmed.edu/software/ 302 
Bioinformatics	23418185 2013 available http://emzed.biol.ethz.ch/ -1 available https://groups.google.com/group/emzed-users 301 
Bioinformatics	23505292 2013 available https://github.com/loopasam/Brain 301 available https://github.com/loopasam/Brain/wiki 301 
Bioinformatics	23766417 2013 available http://proteomics.ucsd.edu/Software/UniNovo.html 200 
Bioinformatics	23772051 2013 software http://sites.uclouvain.be/md-ctma/index.php/softwares 301 
Bioinformatics	23749986 2013 code www.cs.purdue.edu/homes/szhe/software.html -1 
Bioinformatics	23742985 2013 software www.prtprimer.org -1 software www.prtprimer.org -1 
Bioinformatics	23720490 2013 package http://sites.google.com/site/ehybridalgo/ 302 
Bioinformatics	23749987 2013 available http://sourceforge.net/projects/dmeas/files/ 301 
Bioinformatics	23782611 2013 code http://code.google.com/p/genomic-association-tester 405 
Bioinformatics	23740748 2013 null http://mathbio.nimr.mrc.ac.uk/wiki/GSATools -1 
Bioinformatics	23803469 2013 available http://cakesomatic.sourceforge.net/ 200 
Bioinformatics	27378296 2016 software http://mafft.cbrc.jp/alignment/software/ 301 
Bioinformatics	23766416 2013 code http://bit.ly/pihelper 301 
Bioinformatics	23732273 2013 available http://kiwi.cs.dal.ca/Software/SPANNER 200 
Bioinformatics	23749959 2013 null https://rubygems.org/gems/bio-svgenes 301 code https://github.com/danmaclean/bioruby-svgenes 301 
Bioinformatics	23709497 2013 null http://virome.sf.net 301 null http://www.ark-genomics.org/bioinformatics/virome 200 
Bioinformatics	23742982 2013 null http://iann.pro/iannviewer 200 
Bioinformatics	23712659 2013 available http://sourceforge.net/projects/mutascope/ 301 
Bioinformatics	23732275 2013 code http://encodeqt.stanford.edu -1 
Bioinformatics	24064421 2013 null http://CRAN.R-project.org/ 200 
Bioinformatics	24064420 2013 null http://sysbio3.fhms.surrey.ac.uk/qsspn/ 200 
Bioinformatics	24078684 2013 available http://www.invex.ca -1 
Bioinformatics	24058055 2013 available http://bioconductor.org/packages/2.13/bioc/html/customProDB.html 200 
Bioinformatics	24064416 2013 available http://pypi.python.org/pypi/bioservices 301 
Bioinformatics	24021381 2013 download http://www.cbrc.kaust.edu.sa/hmcan/ 200 
Bioinformatics	23995390 2013 software http://faculty.virginia.edu/wrpearson/fasta 301 
Bioinformatics	24037214 2013 code https://bitbucket.org/youngl/ursa_backend 301 
Bioinformatics	24037215 2013 null https://github.com/david-duverle/regularisation-path-following 301 
Bioinformatics	24045773 2013 available https://vision.lbl.gov/Software/3DMorphometry 301 
Bioinformatics	24021382 2013 available http://github.com/lptolik/SpatialKappa 301 
Bioinformatics	23300135 2013 available http://www.perkinslab.ca/Software.html 301 
Bioinformatics	23267174 2013 available http://github.com/RGLab/SingleCellAssay 301 
Bioinformatics	23257199 2013 software www.cogsys.cs.uni-tuebingen.de/software/InCroMAP -1 
Bioinformatics	23303510 2013 available www.biodevlab.org/HitWalker.html -1 
Bioinformatics	23220573 2013 available http://pine.nmrfam.wisc.edu/adapt-nmr-enhancer 301 
Bioinformatics	23267176 2013 tool https://github.com/ISA-tools/OntoMaton 301 
Bioinformatics	23271269 2013 null http://genomics.lbl.gov/supplemental/fitness-bioinf/ 200 
Bioinformatics	24363379 2014 null http://ondex.rothamsted.ac.uk/OndexWeb 301 
Bioinformatics	23220575 2013 code http://chromozoom.org/ 200 code http://github.com/rothlab/chromozoom/ 301 
Bioinformatics	23193222 2013 null http://cbrc.kaust.edu.sa/readscan 301 
Bioinformatics	23175756 2013 code http://code.google.com/p/bmiq/ 405 
Bioinformatics	23162086 2013 null https://www.med.uottawa.ca/lipidomics/resources.html 200 
Bioinformatics	23162054 2013 available http://mzmatch.sourceforge.net 200 
Bioinformatics	23178637 2013 available https://github.com/bioclipse 301 null http://www.bioclipse.net/bioclipse-r 200 
Bioinformatics	23172860 2013 available https://github.com/pervouchine/bam2ssj 301 
Bioinformatics	27402905 2016 available http://github.com/davidvi/pypanda 301 
Bioinformatics	23109181 2013 software http://www.imperial.ac.uk/bioinfsupport/resources/software/adam 302 
Bioinformatics	23110968 2013 null http://cbrc.kaust.edu.sa/dts 301 
Bioinformatics	23104885 2013 download http://xip.hgc.jp 200 
Bioinformatics	23129300 2013 available http://exon.gatech.edu/GeneTack/cgi/metagenetack.cgi 404 download http://exon.gatech.edu/license_download.cgi 200 
Bioinformatics	22815363 2012 available http://sourceforge.net/projects/molbiolib 301 
Bioinformatics	23044549 2013 null http://weizhongli-lab.org/mgaviewer 301 
Bioinformatics	23749957 2013 tool http://dina.tigem.it 200 
Bioinformatics	23658417 2013 available https://bitbucket.org/biovizleuven/triovis 301 available http://vimeo.com/user6757771/triovis 301 
Bioinformatics	23698861 2013 software http://dlin.web.unc.edu/software/ 200 
Bioinformatics	23749962 2013 available http://tasuke.dna.affrc.go.jp/ 200 
Bioinformatics	23698860 2013 available http://biocomputing.it/tips 302 
Bioinformatics	23740747 2013 available http://compbiotoolbox.fmach.it/pathwayProcessor/ 200 
Bioinformatics	23740750 2013 available http://bioconductor.org/packages/release/bioc/html/pathview.html 200 null http://Pathview.r-forge.r-project.org/ 200 
Bioinformatics	23732274 2013 software http://cbb.big.ac.cn/software 301 
Bioinformatics	23681123 2013 null http://imagej.nih.gov/ij/ 302 null http://cran.r-project.org 200 available http://biophysique.mnhn.fr/tango 301 
Bioinformatics	23658422 2013 code https://sourceforge.net/p/pombase/code/HEAD/tree/phenotype_ontology/ 302 null http://obofoundry.org/ 200 
Bioinformatics	23613487 2013 available ginolhac.github.io/mapDamage/ -1 null geogenetics.ku.dk/publications/mapdamage2.0/ -1 
Bioinformatics	23630175 2013 null http://rubioseq.sourceforge.net/ 200 
Bioinformatics	23681125 2013 null http://wsbc.warwick.ac.uk/wsbcToolsWebpage/ 302 
Bioinformatics	23652425 2013 null http://www.statgen.org 301 
Bioinformatics	23812973 2013 abstractNotFound
Bioinformatics	23812974 2013 null http://www.genome.duke.edu/labs/ohler/research/UTR/ 302 
Bioinformatics	23812975 2013 code http://genome.duke.edu/labs/gordan/ISMB2013 302 
Bioinformatics	23812977 2013 available http://web.kuicr.kyoto-u.ac.jp/supp/kot/ismb2013/ 200 
Bioinformatics	23812978 2013 code http://code.google.com/p/campways/ 405 
